,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,median_household_income
-9.20252e+18_-2.35254e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,32.0,credit,False,1,113021.0
-8.83363e+18_2.60024e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,1,26.0,credit,False,1,38786.0
-8.81878e+18_6.13452e+18,CA,ho4,900.0,True,False,0.0,1.0,1,1,28.0,debit,False,1,49052.0
-9.06324e+18_-5.39518e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,1,29.0,credit,False,1,120601.0
-9.11691e+18_-2.73725e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,28.0,credit,False,1,26758.0
-9.02883e+18_-6.14194e+18,CA,ho4,2939.0,True,False,0.0,30.0,4,1,23.0,debit,False,1,87346.0
-8.8884e+18_-3.96604e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,19.0,debit,False,1,30831.0
-9.14971e+18_3.68374e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,27.0,debit,False,1,28638.0
-8.90783e+18_-7.18595e+18,CA,ho4,1302.0,True,False,0.0,20.0,4,0,44.0,debit,False,1,122967.0
-8.91599e+18_-5.0238e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,30.0,credit,False,1,43443.0
-8.93963e+18_6.14799e+18,CA,ho4,1302.0,False,False,0.0,4.0,1,0,31.0,credit,False,1,65572.0
-8.84139e+18_3.66736e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,2,22.0,debit,False,1,54385.0
-9.1364e+18_9.22286e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,0,37.0,credit,False,1,139833.0
-8.82472e+18_-6.12617e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,33.75,debit,False,3,81049.0
-9.03067e+18_4.39781e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,22.0,debit,False,1,38786.0
-9.20338e+18_3.92053e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,26.0,debit,False,1,62402.0
-9.05151e+18_9.03573e+18,CA,ho4,1302.0,False,True,0.0,30.0,4,0,44.0,debit,False,1,63719.0
-9.13982e+18_-8.89487e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,0,26.0,credit,True,1,88202.0
-9.15234e+18_-6.70271e+18,CA,ho4,1302.0,True,False,0.0,15.0,3,2,28.0,credit,False,1,87059.0
-9.13011e+18_-7.98094e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,1,30.0,credit,False,1,72945.0
-9.12286e+18_1.57401e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,33.0,credit,False,1,102838.0
-9.19533e+18_8.57667e+18,CA,ho4,1486.0,True,False,0.0,15.0,1,0,26.0,debit,False,1,40068.0
-9.16915e+18_-7.18942e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,30.0,debit,False,1,66372.0
-8.99324e+18_-9.9871e+16,CA,ho4,1302.0,True,False,0.0,30.0,3,0,27.0,debit,False,1,60000.0
-9.15628e+18_4.64222e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,1,22.0,debit,False,1,47536.0
-9.15197e+18_-7.07209e+18,CA,ho4,1302.0,False,False,0.0,1.0,1,1,31.0,credit,False,1,109747.0
-9.1283e+18_-1.46032e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,21.0,debit,False,1,66422.0
-8.85263e+18_-2.20704e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,29.0,debit,False,1,51961.0
-9.07816e+18_2.58726e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,0,26.0,debit,False,1,103758.0
-8.85073e+18_3.47858e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,33.0,credit,False,1,113021.0
-9.21591e+18_-4.26772e+18,CA,ho4,1302.0,True,False,0.0,30.0,5,1,50.0,credit,False,1,61892.0
-9.12895e+18_-1.20898e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,0,22.0,credit,False,1,28638.0
-8.85718e+18_-1.36514e+18,CA,ho4,1302.0,True,False,0.0,0.0,3,0,33.0,credit,False,1,103948.0
-8.81193e+18_-4.7349e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,0,25.0,credit,False,1,89067.0
-8.92871e+18_-5.09516e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,24.0,debit,False,1,82554.0
-8.95725e+18_7.9003e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,37.0,debit,False,1,102610.0
-8.81967e+18_-4.28954e+17,CA,ho4,1302.0,True,False,0.0,10.0,1,0,19.0,debit,False,1,23070.0
-8.9152e+18_-7.0517e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,30.0,debit,False,1,60569.0
-9.08711e+18_-6.2985e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,56.0,credit,False,1,47705.0
-8.87361e+18_-1.69917e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,25.0,debit,False,1,59160.0
-9.13314e+18_8.52431e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,23.0,credit,False,1,50000.0
-8.96862e+18_8.86127e+18,CA,ho4,1302.0,False,False,0.0,20.0,1,2,22.0,debit,False,1,41784.0
-9.1054e+18_7.33297e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,25.0,debit,False,1,103948.0
-9.18747e+18_-9.08703e+18,CA,ho4,913.0,True,False,0.0,30.0,2,0,19.0,credit,False,1,84269.0
-8.94154e+18_3.75118e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,26.0,credit,False,1,28638.0
-9.04465e+18_-4.23655e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,23.0,debit,False,1,85354.0
-9.08361e+18_-8.45555e+18,CA,ho4,1302.0,True,True,0.0,10.0,1,0,25.0,debit,False,1,33790.0
-9.17454e+18_-2.14237e+18,CA,ho4,1302.0,False,False,0.0,20.0,4,0,40.0,debit,True,1,122967.0
-8.85998e+18_-8.05392e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,33.0,credit,False,1,64772.0
-8.91165e+18_6.95932e+17,CA,ho4,1302.0,True,False,0.0,30.0,2,0,24.0,credit,False,1,42786.0
-8.79807e+18_3.45995e+18,CA,ho4,1302.0,False,False,0.0,20.0,2,0,29.0,debit,False,1,91802.0
-9.22056e+18_-2.88822e+17,CA,ho4,1302.0,True,False,0.0,2.0,2,0,22.0,debit,False,1,72945.0
-9.1376e+18_7.97406e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,33.0,debit,False,1,32461.0
-8.84166e+18_8.08398e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,1,38.0,debit,False,1,50832.0
-9.13411e+18_1.9978e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,41.0,debit,False,1,84937.0
-9.14987e+18_2.77255e+17,CA,ho4,774.0,True,False,0.0,0.0,1,0,23.0,credit,False,1,133981.0
-8.86946e+18_1.31011e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,21.0,debit,False,1,48578.0
-8.86946e+18_-8.55888e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,1,21.0,debit,False,1,65403.0
-8.95381e+18_-3.10158e+17,CA,ho4,1302.0,False,False,0.0,30.0,4,0,60.0,debit,False,1,42329.0
-9.08467e+18_-2.60056e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,32.0,credit,False,1,86068.0
-9.12091e+18_6.93639e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,1,21.0,credit,False,1,47536.0
-9.11528e+18_3.39938e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,50.0,credit,False,1,98743.0
-9.14869e+18_5.1175e+18,CA,ho4,1302.0,True,False,0.0,20.0,3,0,38.0,debit,False,1,50326.0
-9.00082e+18_8.5849e+18,CA,ho3,1444.0,True,True,0.0,4.0,2,0,80.0,debit,False,0,63638.0
-8.86056e+18_7.90506e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,24.0,credit,False,1,116250.0
-9.00887e+18_2.21418e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,25.0,debit,False,1,40969.0
-9.04763e+18_7.09897e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,44.0,debit,False,1,77761.0
-8.99364e+18_-4.33284e+18,CA,ho4,1302.0,False,False,0.0,0.0,1,0,25.0,debit,False,1,143467.0
-8.80732e+18_3.8375e+17,CA,ho4,900.0,False,False,0.0,1.0,1,2,27.0,credit,False,1,49052.0
-8.87397e+18_2.97305e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,21.0,debit,False,1,51961.0
-9.10014e+18_-6.79213e+17,CA,ho4,2202.0,True,False,0.0,1.0,2,0,27.0,debit,False,1,77631.0
-9.04607e+18_1.84778e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,32.0,credit,False,1,132891.0
-8.79698e+18_-4.68669e+18,CA,ho4,900.0,True,False,0.0,1.0,1,1,27.0,credit,False,1,49052.0
-9.11041e+18_4.01711e+18,CA,ho4,1302.0,True,False,0.0,5.0,2,0,36.0,credit,False,1,85662.0
-8.84644e+18_-5.97015e+18,CA,ho4,2085.0,True,False,0.0,10.0,2,0,52.0,debit,False,1,148899.0
-8.94944e+18_-4.99774e+17,CA,ho4,1302.0,True,False,0.0,10.0,2,0,18.0,debit,False,2,47536.0
-8.91102e+18_-2.12387e+18,CA,ho4,1302.0,True,True,0.0,10.0,1,0,46.0,debit,False,1,74279.0
-9.12091e+18_-7.12757e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,21.0,credit,False,1,47536.0
-8.9582e+18_5.05271e+18,CA,ho4,1763.0,False,False,0.0,10.0,1,0,52.0,debit,False,1,42551.0
-9.15369e+18_7.21082e+18,CA,ho4,2939.0,True,False,0.0,30.0,4,0,22.0,credit,False,1,87346.0
-8.80689e+18_-5.23473e+18,CA,ho4,1302.0,True,False,0.0,30.0,4,0,28.0,debit,False,1,42740.0
-9.17641e+18_6.4935e+18,CA,ho4,1302.0,False,False,0.0,4.0,3,0,25.0,debit,False,1,56170.0
-9.1739e+18_5.95184e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,80.0,debit,False,1,65485.0
-8.86888e+18_6.85961e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,38.0,credit,False,1,64720.0
-8.9102e+18_1.26777e+18,CA,ho4,1302.0,True,True,0.0,15.0,2,0,37.0,debit,False,1,134056.0
-8.95912e+18_6.4075e+18,CA,ho4,950.0,False,False,0.0,15.0,1,1,27.0,debit,False,1,99745.0
-9.00035e+18_-2.31105e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,28.0,credit,False,1,98340.0
-9.11385e+18_-3.66159e+18,CA,ho4,900.0,True,False,0.0,2.0,1,0,34.0,credit,False,1,49052.0
-9.21223e+18_3.24359e+18,CA,ho4,1302.0,True,False,0.0,5.0,2,0,25.0,debit,False,1,56215.0
-8.92743e+18_5.29223e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,29.0,credit,False,1,47115.0
-8.90621e+18_-3.48975e+18,CA,ho4,1302.0,True,True,0.0,25.0,2,2,29.0,credit,False,1,101869.0
-9.06386e+18_-7.07597e+18,CA,ho4,1790.0,True,False,0.0,15.0,3,0,48.0,credit,False,1,128299.0
-8.97511e+18_-6.35838e+17,CA,ho4,1302.0,True,False,0.0,15.0,1,1,31.0,credit,False,1,102292.0
-8.96775e+18_-4.20091e+18,CA,ho4,1302.0,True,True,0.0,3.0,2,0,44.0,credit,False,1,141926.0
-8.95912e+18_9.07656e+18,CA,ho4,950.0,True,False,0.0,15.0,1,0,26.0,debit,False,1,99745.0
-8.99304e+18_3.71731e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,27.0,credit,False,1,136250.0
-9.0349e+18_3.67886e+18,CA,ho4,913.0,True,False,0.0,30.0,2,0,30.0,credit,False,1,84269.0
-9.15782e+18_5.17167e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,26.0,debit,False,1,100036.0
-8.98984e+18_9.10266e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,37.0,credit,False,1,113021.0
-8.88541e+18_6.30998e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,0,36.0,credit,False,1,79979.0
-8.87029e+18_-5.19874e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,18.0,debit,False,1,44912.0
-8.84519e+18_1.1777e+18,CA,ho4,1302.0,False,False,0.0,3.0,1,0,26.0,debit,False,1,119924.0
-9.18847e+18_8.32174e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,47.0,debit,False,1,109747.0
-9.19001e+18_3.84064e+18,CA,ho4,1486.0,True,False,0.0,15.0,1,0,39.0,credit,False,1,40068.0
-8.96514e+18_5.86565e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,26.0,debit,False,1,98743.0
-8.9859e+18_-8.10642e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,23.0,credit,False,1,40272.0
-9.15628e+18_5.70947e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,21.0,debit,False,1,47536.0
-8.85938e+18_-5.41345e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,46.0,debit,False,1,54157.0
-8.81393e+18_7.01255e+18,CA,ho4,1302.0,False,False,0.0,15.0,3,0,30.0,debit,False,1,128050.0
-8.94903e+18_-9.28243e+17,CA,ho4,1302.0,True,False,0.0,20.0,2,0,23.0,debit,False,1,101065.0
-8.87917e+18_2.86328e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,19.0,debit,False,1,44464.0
-9.09653e+18_1.42094e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,32.0,debit,False,1,87001.0
-9.09356e+18_2.48515e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,37.0,credit,False,1,102021.0
-9.08244e+18_-5.85473e+18,CA,ho4,1302.0,True,True,0.0,2.0,1,0,31.0,credit,True,1,109747.0
-9.20382e+18_5.3577e+18,CA,ho4,1302.0,False,False,0.0,25.0,2,0,29.0,debit,False,1,83491.0
-9.19455e+18_1.75454e+18,CA,ho4,1302.0,True,False,0.0,4.0,1,1,35.0,credit,False,1,119924.0
-9.04986e+18_-2.0847e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,24.0,credit,False,1,143902.0
-9.00849e+18_-4.63651e+18,CA,ho4,1302.0,True,False,0.0,5.0,3,0,34.0,debit,False,1,92759.0
-8.92913e+18_4.22141e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,25.0,credit,False,1,118576.0
-9.12939e+18_4.2535e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,32.0,credit,True,1,143902.0
-8.90567e+18_-5.33632e+18,CA,ho4,1302.0,True,False,0.0,30.0,4,0,25.0,debit,False,1,65188.0
-9.21098e+18_2.20669e+18,CA,ho4,1302.0,False,False,0.0,25.0,1,0,46.0,debit,False,1,77380.0
-9.00034e+18_8.77308e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,35.0,credit,False,1,78713.0
-8.80602e+18_-3.43449e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,21.0,debit,False,1,48125.0
-9.17989e+18_8.10973e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,18.0,debit,False,1,28638.0
-8.94725e+18_-8.78416e+17,CA,ho4,1302.0,True,False,0.0,2.0,1,1,30.0,credit,False,1,109747.0
-9.14251e+18_1.14228e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,35.0,debit,True,1,57715.0
-9.10935e+18_-3.90195e+17,CA,ho4,1302.0,False,False,0.0,25.0,2,0,27.0,debit,True,1,36344.0
-9.02955e+18_5.11037e+17,CA,ho6,1241.0,True,False,0.0,1.0,2,0,32.0,credit,False,0,60417.0
-8.93048e+18_-7.80477e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,34.0,credit,False,1,90165.0
-9.02619e+18_-7.92811e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,23.0,debit,False,1,47115.0
-9.10189e+18_-4.50459e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,27.0,credit,False,1,118576.0
-9.0089e+18_-7.10306e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,1,34.0,credit,False,1,44130.0
-8.96982e+18_-6.97991e+18,CA,ho4,1302.0,False,False,0.0,10.0,1,0,30.0,credit,False,1,23070.0
-9.02345e+18_-8.23592e+17,CA,ho4,1302.0,False,False,0.0,3.0,1,0,35.0,credit,False,1,102838.0
-9.17357e+18_5.09809e+18,CA,ho4,1488.0,False,False,0.0,25.0,1,0,23.0,debit,False,1,82738.0
-9.1666e+18_-6.10944e+17,CA,ho4,900.0,True,False,0.0,1.0,1,0,36.0,credit,False,1,49052.0
-9.06516e+18_3.09513e+18,CA,ho4,1302.0,False,False,0.0,5.0,3,0,38.0,credit,False,1,82788.0
-9.05714e+18_3.29376e+18,CA,ho4,1302.0,True,False,0.0,25.0,4,0,36.0,debit,False,1,99231.0
-9.07038e+18_-4.05819e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,20.0,debit,False,1,107094.0
-9.0167e+18_3.1304e+18,CA,ho4,1302.0,True,True,0.0,0.0,1,0,23.0,credit,False,1,143467.0
-8.87654e+18_3.41807e+17,CA,ho4,1302.0,True,False,0.0,30.0,3,1,21.0,credit,False,1,50000.0
-9.13995e+18_-2.99849e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,0,20.0,credit,False,1,33824.0
-9.21881e+18_-9.09806e+18,CA,ho4,1337.0,True,False,0.0,1.0,1,0,25.0,credit,False,1,79979.0
-9.04591e+18_-6.26689e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,22.0,debit,False,1,98340.0
-8.88937e+18_4.20788e+18,CA,ho4,1302.0,True,True,0.0,30.0,3,0,29.0,credit,False,1,114539.0
-8.92405e+18_-1.61591e+18,CA,ho4,1302.0,True,True,0.0,10.0,1,0,30.0,debit,False,1,50671.0
-9.0252e+18_3.87892e+18,CA,ho4,1302.0,True,True,0.0,0.0,1,0,41.0,debit,False,1,122368.0
-8.90602e+18_6.62867e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,19.0,debit,False,1,46581.0
-9.1299e+18_-1.6394e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,1,22.0,debit,False,1,85354.0
-9.0528e+18_5.23379e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,59.0,credit,False,1,99071.0
-9.22186e+18_-2.21599e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,35.0,debit,False,1,103367.0
-9.16668e+18_-1.63878e+18,CA,ho4,1302.0,True,True,0.0,20.0,3,0,35.0,credit,False,1,136734.0
-9.13028e+18_-1.05801e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,23.0,credit,False,1,50781.0
-9.06681e+18_6.35528e+18,CA,ho4,1302.0,True,False,0.0,25.0,3,0,39.0,debit,False,1,65486.0
-9.11505e+18_-8.6139e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,25.0,debit,False,1,75181.0
-9.18086e+18_4.30367e+18,CA,ho4,1302.0,False,False,0.0,2.0,2,0,25.0,credit,True,1,73765.0
-8.83394e+18_-3.52857e+18,CA,ho4,1302.0,False,False,0.0,2.0,2,0,28.0,credit,False,1,73765.0
-8.95666e+18_-1.78095e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,21.0,debit,False,1,102599.0
-8.94789e+18_-6.8065e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,1,43.0,credit,False,1,74523.0
-8.84624e+18_-6.76063e+18,CA,ho4,1302.0,True,False,0.0,5.0,2,0,33.0,debit,False,1,52274.0
-8.97148e+18_6.21208e+18,CA,ho4,1302.0,False,False,0.0,20.0,2,0,20.0,prepaid,False,1,78628.0
-9.0493e+18_2.75772e+18,CA,ho4,2939.0,True,False,0.0,30.0,4,0,22.0,debit,False,1,87346.0
-8.97894e+18_-4.29471e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,0,30.0,credit,False,1,79979.0
-9.10744e+18_8.46743e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,1,24.0,debit,False,1,112935.0
-8.86249e+18_-6.9119e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,37.0,credit,False,1,65299.0
-9.14889e+18_3.64802e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,23.0,credit,False,1,28638.0
-8.97073e+18_-3.37416e+18,CA,ho4,1302.0,True,False,0.0,15.0,3,1,37.0,credit,False,1,103367.0
-8.89189e+18_4.55562e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,0,29.0,debit,False,1,99230.0
-9.05095e+18_-6.28106e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,1,31.0,credit,False,1,114675.0
-9.1295e+18_-3.68609e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,23.0,debit,False,1,76250.0
-9.01543e+18_-7.97213e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,36.0,debit,False,1,36996.0
-9.13501e+18_-1.03272e+18,CA,ho4,1302.0,True,False,0.0,10.0,3,0,40.0,credit,False,1,106959.0
-9.14216e+18_7.88079e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,31.0,debit,False,1,61618.0
-8.94264e+18_-7.81354e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,33.0,credit,False,1,64720.0
-9.04268e+18_-4.93236e+18,CA,ho4,914.0,True,False,0.0,10.0,1,0,22.0,credit,False,1,65919.0
-8.92236e+18_-8.46729e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,31.0,debit,False,1,62998.0
-8.7972e+18_-1.75939e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,31.0,debit,False,1,77761.0
-9.11656e+18_3.86515e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,22.0,credit,False,1,32979.0
-8.87115e+18_1.55591e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,18.0,credit,False,1,72970.0
-9.0918e+18_-6.47923e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,0,22.0,credit,False,1,50000.0
-9.09461e+18_-1.01083e+18,CA,ho4,1302.0,False,False,0.0,3.0,2,0,23.0,debit,False,1,42880.0
-9.07993e+18_-4.67596e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,23.0,debit,False,1,38786.0
-9.10403e+18_7.79565e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,29.0,debit,False,1,102021.0
-9.0025e+18_7.56307e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,21.0,debit,False,1,42939.0
-9.08634e+18_1.29506e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,27.0,credit,False,1,75057.0
-8.84531e+18_-1.35022e+18,CA,ho4,1302.0,True,True,0.0,30.0,5,0,18.0,debit,False,1,61892.0
-9.03097e+18_-1.95625e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,61.0,credit,False,1,103758.0
-9.13002e+18_6.72862e+18,CA,ho4,1302.0,False,False,0.0,2.0,2,0,27.0,debit,False,1,41870.0
-9.18149e+18_5.56984e+17,CA,ho4,1302.0,True,True,0.0,15.0,2,0,32.0,credit,False,1,81608.0
-9.20954e+18_7.17048e+18,CA,ho4,1302.0,True,False,0.0,4.0,1,0,28.0,credit,False,1,65572.0
-8.84098e+18_8.42444e+18,CA,ho4,850.0,True,False,0.0,20.0,1,0,44.0,debit,False,1,51486.0
-8.97897e+18_-6.42143e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,34.0,credit,False,1,55341.0
-8.83691e+18_3.86502e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,1,37.0,credit,False,1,84714.0
-9.08193e+18_-8.49726e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,1,32.0,debit,False,1,79979.0
-8.89195e+18_-2.65476e+18,CA,ho4,805.0,False,False,0.0,0.0,1,0,36.0,credit,True,1,199364.0
-8.98694e+18_3.51918e+18,CA,ho4,1302.0,True,False,0.0,25.0,3,0,42.0,debit,False,1,62255.0
-9.21562e+18_7.76454e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,27.0,debit,False,1,73765.0
-8.80835e+18_6.61778e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,28.0,debit,False,1,103625.0
-9.18578e+18_4.78004e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,35.0,debit,False,1,38786.0
-9.14916e+18_8.42087e+18,CA,ho4,1302.0,False,False,0.0,2.0,1,1,32.0,debit,False,1,109747.0
-8.92446e+18_7.94032e+18,CA,ho4,805.0,True,False,0.0,0.0,1,2,28.0,credit,False,1,199364.0
-9.10654e+18_-7.98657e+18,CA,ho4,1302.0,True,False,0.0,4.0,2,0,32.0,debit,False,1,34566.0
-8.83604e+18_1.67791e+18,CA,ho4,1302.0,False,False,0.0,30.0,4,0,25.0,debit,False,1,56921.0
-9.1458e+18_8.37698e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,47.0,credit,False,1,141926.0
-9.08718e+18_4.05137e+18,CA,ho4,1302.0,True,False,0.0,25.0,1,0,30.0,credit,False,1,64223.0
-9.18869e+18_-7.24679e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,21.0,debit,False,1,47536.0
-8.87326e+18_-3.01671e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,32.0,credit,False,1,88445.0
-8.81172e+18_1.9545e+18,CA,ho4,1085.0,True,True,0.0,30.0,3,0,33.0,debit,True,1,31608.0
-9.11944e+18_6.69686e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,21.0,debit,False,1,32461.0
-9.20724e+18_-4.46398e+18,CA,ho4,1302.0,True,False,0.0,30.0,5,0,20.0,credit,False,1,61892.0
-8.86172e+18_4.57283e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,42.0,credit,False,1,92096.0
-8.83914e+18_-1.6271e+18,CA,ho4,850.0,False,False,0.0,20.0,1,1,32.0,credit,False,1,51486.0
-8.89304e+18_6.00148e+18,CA,ho4,1302.0,False,False,0.0,5.0,2,0,27.0,debit,False,1,64959.0
-9.00512e+18_6.04613e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,22.0,debit,False,1,58344.0
-8.84072e+18_7.17196e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,37.0,credit,False,1,113021.0
-8.80884e+18_8.20819e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,24.0,credit,False,1,22808.0
-9.01186e+18_-6.81874e+18,CA,ho4,1302.0,True,False,0.0,20.0,4,0,38.0,prepaid,True,1,72791.0
-8.87184e+18_7.36819e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,19.0,credit,False,1,66422.0
-8.90858e+18_-6.74808e+18,CA,ho4,1302.0,False,False,0.0,4.0,1,0,25.0,credit,True,1,101746.0
-8.91734e+18_1.04474e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,24.0,debit,False,1,62524.0
-8.80395e+18_-4.08631e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,31.0,credit,False,1,134056.0
-8.9138e+18_7.95622e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,33.0,credit,True,1,50671.0
-8.84622e+18_7.09661e+18,CA,ho4,1302.0,True,False,0.0,3.0,3,0,24.0,credit,False,1,62407.0
-8.9614e+18_1.12307e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,20.0,debit,False,1,81020.0
-9.14379e+18_-6.6372e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,18.0,debit,False,1,47536.0
